iter	RMSE
226	0.3403001171
227	0.3397630241
228	0.3391684588
229	0.3388172097
230	0.3386091165
231	0.3384009762
232	0.3379379149
233	0.3374980668
234	0.3372899269
235	0.33657766
236	0.3359693784
237	0.3351491424
238	0.334963148
239	0.3347654735
240	0.3342184545
241	0.3339841701
242	0.3334055654
243	0.3327112749
244	0.3321696719
245	0.3312820973
246	0.3303159085
247	0.3296940583
248	0.3292448806
249	0.328792307
250	0.3283199046
251	0.3279422949
252	0.3273667982
253	0.3271202759
254	0.3263211338
255	0.3259599855
256	0.32584733
257	0.325429514
258	0.32500214
259	0.3245297534
260	0.3242374205
261	0.3237415787
262	0.3236492861
263	0.3232623277
264	0.3228264643
265	0.3222861887
266	0.3216189631
267	0.3213063829
268	0.3212672552
269	0.3210255116
270	0.3205008595
271	0.3203024877
272	0.3202386663
273	0.3200960731
274	0.3195128567
275	0.3190460904
276	0.3183159055
277	0.3175960036
278	0.3169459535
279	0.3163450175
280	0.3155827596
281	0.3152237224
282	0.3145073306
283	0.3141389455
284	0.3139887408
285	0.3133768703
286	0.3131124934
287	0.3123806801
288	0.3117922944
289	0.3114280239
290	0.3111341464
291	0.3107232256
292	0.310301874
293	0.3100401205
294	0.3099022397
295	0.3091038529
296	0.3085711059
297	0.3080947604
298	0.3076041935
299	0.3071025331
300	0.3067597426
301	0.3053594709
302	0.3049160942
303	0.3041569235
304	0.3033786973
305	0.3025653981
306	0.3020689453
307	0.3018697818
308	0.3012280241
309	0.3007256316
310	0.2999531161
311	0.2989503343
312	0.2989165533
313	0.2988890234
314	0.298856767
315	0.2988305916
316	0.2986414942
317	0.2986147985
318	0.298568693
319	0.2983475773
320	0.2982437864
321	0.2978090119
322	0.2977888881
323	0.2965367961
324	0.2960004371
325	0.2959892724
326	0.2959699177
327	0.2955554964
328	0.2950906272
329	0.2949317386
330	0.2942646375
331	0.2942195138
332	0.2940745002
333	0.2940491206
334	0.2937448559
335	0.2932239946
336	0.2930765205
337	0.2929108079
338	0.2924623866
339	0.2922160283
340	0.292136461
341	0.2913910634
342	0.2910205449
343	0.2909321254
344	0.2908437985
345	0.2902110698
346	0.2896479052
347	0.2883518142
348	0.2879061558
349	0.2878845859
350	0.2876006834
351	0.2872259847
352	0.286769895
353	0.2863565435
354	0.2851957424
355	0.2851749884
356	0.2847044048
357	0.2843356515
358	0.2841805094
359	0.2839158265
360	0.2835267679
361	0.283159712
362	0.2827537916
363	0.2825213251
364	0.2818207029
365	0.2814408814
366	0.2812024475
367	0.2807528154
368	0.2801617158
369	0.2799861269
370	0.2796752502
371	0.2790414602
372	0.2782547597
373	0.2780919228
374	0.2780513702
375	0.2780085143
376	0.2771737515
377	0.2767822537
378	0.2762093471
379	0.276017554
380	0.2758889196
381	0.2756119098
382	0.2754715092
383	0.2754517965
384	0.2754425056
385	0.275138127
386	0.2742510997
387	0.27363971
388	0.273028438
389	0.2725983205
390	0.2717992186
391	0.2714737947
392	0.2711635216
393	0.2706232626
394	0.2697403172
395	0.2689081599
396	0.268763497
397	0.2681585287
398	0.267692161
399	0.2673696051
400	0.2670631678
401	0.2666730519
402	0.2662577138
403	0.265994871
404	0.2657308162
405	0.2653897846
406	0.265265321
407	0.2647279321
408	0.264007291
409	0.2635602901
410	0.2635237003
411	0.2627438688
412	0.2625792529
413	0.2623119375
414	0.2619261317
415	0.2613273919
416	0.2610437248
417	0.2606735952
418	0.2604504246
419	0.260030007
420	0.2598079734
421	0.2595137794
422	0.2592732247
423	0.2586294547
424	0.2584505351
425	0.2581018381
426	0.2579606723
427	0.2576005707
428	0.2572602897
429	0.2570144356
430	0.2567278844
431	0.2565000852
432	0.2563021136
433	0.2559092877
434	0.2553111525
435	0.2549619887
436	0.254526704
437	0.2542663656
438	0.25396127
439	0.253367475
440	0.2527831892
441	0.2524072293
442	0.2522412096
443	0.2518146645
444	0.2514992666
445	0.2513025084
446	0.2509543577
447	0.2507110352
448	0.2505847912
449	0.2501379245
450	0.2498774056
451	0.2496900174
452	0.2493409136
453	0.2487706447
454	0.2485549208
455	0.2483389703
456	0.2479372041
457	0.2475666278
458	0.2473906244
459	0.2471261291
460	0.2467796624
461	0.2466860255
462	0.2459930459
463	0.2454240329
464	0.245057751
465	0.2445401216
466	0.2443388584
467	0.2441597401
468	0.2438577637
469	0.2435376754
470	0.243386192
471	0.2430878782
472	0.2427566538
473	0.2423297143
474	0.2416782206
475	0.2414322926
476	0.2411795958
477	0.2407154461
478	0.240333899
479	0.2401665374
480	0.2396940775
481	0.2393128717
482	0.2388366396
483	0.238416946
484	0.2380164085
485	0.2375391237
486	0.237442579
487	0.2371187366
488	0.2366534554
489	0.236422257
490	0.2359349617
491	0.2355176128
492	0.2350964383
493	0.2348292335
494	0.2345388758
495	0.2342978838
496	0.2340140155
497	0.2335271479
498	0.2332863268
499	0.2329697298
500	0.2327747178
501	0.2325803663
502	0.2322961098
503	0.2319659232
504	0.2318747417
505	0.2317830328
506	0.231704233
507	0.2314385765
508	0.2309173186
509	0.2306789988
510	0.23054766
511	0.2300958562
512	0.2299754611
513	0.2294951594
514	0.229227951
515	0.2289613115
516	0.2288144497
517	0.2286788118
518	0.2283913101
519	0.2281044086
520	0.2277283936
521	0.2274599909
522	0.2272056449
523	0.2267471299
524	0.2263935062
525	0.2259657063
526	0.2256728922
527	0.2253115889
528	0.2248247425
529	0.2245706464
530	0.2242146571
531	0.22392744
532	0.2237686332
533	0.223636016
534	0.2234726521
535	0.2230693713
536	0.2229388021
537	0.2226175945
538	0.2224231485
539	0.222005218
540	0.2218123533
541	0.2215514991
542	0.2210704874
543	0.2205888216
544	0.2202284016
545	0.2199357397
546	0.2197936689
547	0.2195767641
548	0.2193939396
549	0.2190689067
550	0.2188986693
551	0.2183636102
552	0.2180521966
553	0.2177535692
554	0.2175205897
555	0.2171726099
556	0.216930627
557	0.2165736827
558	0.2162630451
559	0.2161179073
560	0.2158490309
561	0.2156614244
562	0.2155049448
563	0.2150613188
564	0.2148200759
565	0.2147307192
566	0.214493823
567	0.2141919014
568	0.213727827
569	0.2133800365
570	0.2127360645
571	0.2125945796
572	0.2121599349
573	0.211710349
574	0.2112993364
575	0.2108543199
576	0.2103154798
577	0.2100512351
578	0.2100309742
579	0.2097346547
580	0.2094523777
581	0.2091271865
582	0.2087160315
583	0.2083817396
584	0.2079581401
585	0.207744779
586	0.2074260411
587	0.2073733167
588	0.2070157021
589	0.2069025648
590	0.2065986318
591	0.2061733714
592	0.2059414572
593	0.2057985256
594	0.2057677367
595	0.2054643859
596	0.2052399239
597	0.2048973778
598	0.2048521735
599	0.204333925
600	0.2041200272
601	0.2040079552
602	0.2036612625
603	0.2035568881
604	0.2030643698
605	0.2028829823
606	0.2025289466
607	0.202436611
608	0.2022537059
609	0.2020800262
610	0.201767936
611	0.2015807424
612	0.2013796887
613	0.2012890861
614	0.2009313048
615	0.2008053859
616	0.2006005497
617	0.2004220189
618	0.2001045162
619	0.2000345304
620	0.1998133141
621	0.1994244623
622	0.1990202573
623	0.1989430242
624	0.1988487352
625	0.1985835138
626	0.198564208
627	0.198117659
628	0.1980087993
629	0.1980006358
630	0.1977752839
631	0.1972611869
632	0.1969418158
633	0.1968836329
634	0.1965092461
635	0.1963667937
636	0.1959507951
637	0.1959423378
638	0.1957094166
639	0.1956307965
640	0.1953244114
641	0.1950048208
642	0.1946478157
643	0.1944059187
644	0.1943985481
645	0.1941392473
646	0.1937887142
647	0.1934069374
648	0.1931470824
649	0.1930747826
650	0.1928303518
651	0.1925035025
652	0.1923120398
653	0.1919398873
654	0.1917627203
655	0.1913780219
656	0.1912971841
657	0.1909923625
658	0.1908165513
659	0.1907266663
660	0.1905309448
661	0.1904657122
662	0.1900616113
663	0.1900547214
664	0.1897110978
665	0.1895707201
666	0.189535817
667	0.1892285844
668	0.1890975983
669	0.1890195745
670	0.188880974
671	0.1885381138
672	0.1884234705
673	0.1883372591
674	0.1881762361
675	0.188156946
676	0.1879000424
677	0.1876418831
678	0.187398099
679	0.1872570925
680	0.1871734562
681	0.1870041379
682	0.1868159177
683	0.1866190566
684	0.1864486453
685	0.1862959514
686	0.1862189881
687	0.1858853909
688	0.1858153325
689	0.1851281689
690	0.1850700197
691	0.1850572117
692	0.1846831568
693	0.1845012833
694	0.1843956079
695	0.1840692121
696	0.1839977849
697	0.1836208352
698	0.1834240176
699	0.1833986398
700	0.1832283597
701	0.1829902822
702	0.182683044
703	0.1824292317
704	0.182370501
705	0.1821156153
706	0.1819447717
707	0.1817496278
708	0.1815322341
709	0.1812887328
710	0.1810148623
711	0.1807151339
712	0.180496135
713	0.180410915
714	0.1803353891
715	0.1802298012
716	0.1799904715
717	0.1797445403
718	0.17962424
719	0.178974809
720	0.1789507284
721	0.1785715082
722	0.178526341
723	0.1782067779
724	0.178134062
725	0.1779967707
726	0.1778711278
727	0.1773412958
728	0.1771850459
729	0.1768888355
730	0.1768227116
731	0.1766087932
732	0.1764066786
733	0.1762014568
734	0.1761355854
735	0.1758919285
736	0.17581539
737	0.175531812
738	0.1752379901
739	0.1752305362
740	0.1747383267
741	0.1744188774
742	0.1742149522
743	0.1740646407
744	0.1740196977
745	0.1738831544
746	0.1737965351
747	0.1735993279
748	0.1735327617
749	0.1734161359
750	0.1734075487
751	0.1733379634
752	0.1731989115
753	0.1730456409
754	0.1726447473
755	0.1723109233
756	0.1720371572
757	0.1720280607
758	0.1718005236
759	0.1716283895
760	0.1713836966
761	0.1711537683
762	0.1710570734
763	0.1710362774
764	0.1706218595
765	0.170009358
766	0.1696326745
767	0.169400724
768	0.1692400125
769	0.1690931735
770	0.1689393869
771	0.1688784177
772	0.1687776826
773	0.1687051104
774	0.1684335102
775	0.168191039
776	0.1681726614
777	0.167985438
778	0.1678260686
779	0.1676024366
780	0.1674603414
781	0.1673767211
782	0.1672924457
783	0.1671319562
784	0.1669858623
785	0.1668227934
786	0.1667683067
787	0.166634808
788	0.1666156219
789	0.1664306099
790	0.1663542846
791	0.1663472196
792	0.1660749986
793	0.1660679881
794	0.1658477656
795	0.1657704028
796	0.1655652382
797	0.165471339
798	0.1652999608
799	0.1652212278
800	0.1650004222
801	0.1649024742
802	0.1647431857
803	0.1644010615
804	0.1642635366
805	0.1639112878
806	0.1638073973
807	0.1636942707
808	0.1634638333
809	0.1631912996
810	0.1628502194
811	0.1626361141
812	0.1624445776
813	0.1622466979
814	0.1621420546
815	0.1619317424
816	0.1617908492
817	0.1617857899
818	0.1614484278
819	0.1611716861
820	0.160652831
821	0.1606163891
822	0.1606116021
823	0.1604107797
824	0.1598952796
825	0.1598166295
826	0.1596341059
827	0.1594788588
828	0.1594466517
829	0.1592445132
830	0.1591077567
831	0.158947293
832	0.1587642622
833	0.1584676174
834	0.1582235382
835	0.1581715708
836	0.1581543318
837	0.157960042
838	0.1577666442
839	0.1575203708
840	0.1572715741
841	0.1570504665
842	0.1567869823
843	0.1567811922
844	0.1566787106
845	0.1566437412
846	0.1564773288
847	0.1562893514
848	0.1561460879
849	0.1560376188
850	0.1559963074
851	0.155824359
852	0.1556883026
853	0.155270997
854	0.1551979817
855	0.1549224561
856	0.1548398975
857	0.1547855979
858	0.1547244412
859	0.1544569781
860	0.1543110805
861	0.1541120445
862	0.1539131512
863	0.1538180646
864	0.1536947994
865	0.1535887519
866	0.1534436333
867	0.1532372759
868	0.153112229
869	0.1527538566
870	0.1525797314
871	0.1523039045
872	0.1522420199
873	0.1522362143
874	0.1522307801
875	0.1522269686
876	0.1520550483
877	0.1517620003
878	0.15170139
879	0.1515780521
880	0.1512672422
881	0.1511036671
882	0.1509112029
883	0.1508512081
884	0.1508471714
885	0.150709029
886	0.1505764593
887	0.1505057164
888	0.1502638705
889	0.1500240717
890	0.1499733198
891	0.1497915631
892	0.1495319247
893	0.1492804211
894	0.1490995723
895	0.149005279
896	0.148876265
897	0.1484948342
898	0.1483194187
899	0.1480332349
900	0.1479644784
901	0.1477901323
902	0.1475678907
903	0.1474702712
904	0.1474272845
905	0.1473372983
906	0.1472051632
907	0.1470218122
908	0.1469573269
909	0.1469273509
910	0.1466817118
911	0.1466763944
912	0.1464727346
913	0.1463461612
914	0.1463008952
915	0.146222396
916	0.1459347043
917	0.1457166629
918	0.1456091538
919	0.1453299121
920	0.1451671418
921	0.1450334967
922	0.1449780111
923	0.1447816898
924	0.1446480433
925	0.1445325927
926	0.1443914623
927	0.1443876484
928	0.144233394
929	0.1439672371
930	0.143868936
931	0.1437290343
932	0.143511494
933	0.1434378725
934	0.1432820607
935	0.1431008936
936	0.1429980008
937	0.1429330009
938	0.1428481238
939	0.1426555657
940	0.1423930684
941	0.1423014257
942	0.1422209019
943	0.1421955746
944	0.1421107171
945	0.1420075365
946	0.1417409086
947	0.1417013797
948	0.1415539163
949	0.1414371344
950	0.1412927509
951	0.1412199929
952	0.1411222503
953	0.1408706881
954	0.14070827
955	0.1405576124
956	0.1403335324
957	0.1401411013
958	0.1401189346
959	0.1399956136
960	0.1398968883
961	0.1397483458
962	0.1396002405
963	0.139506941
964	0.1394097837
965	0.1392933832
966	0.1392411655
967	0.1391120202
968	0.1389258702
969	0.1388374946
970	0.1386513149
971	0.1386103152
972	0.1385474323
973	0.1384574497
974	0.1383102574
975	0.1382644456
976	0.1381980699
977	0.1379542727
978	0.1379490227
979	0.1378306117
980	0.137748798
981	0.1376821364
982	0.1374869646
983	0.1372902056
984	0.137125558
985	0.1369275344
986	0.1367803394
987	0.1365760172
988	0.136511623
989	0.1364956737
990	0.1363866069
991	0.1362893098
992	0.1361389928
993	0.1360577404
994	0.1358918023
995	0.135704082
996	0.1355385521
997	0.135395988
998	0.135221705
999	0.1351188863
