iter	Logloss
370	0.06779651642
371	0.06774581273
372	0.06766863929
373	0.06747665405
374	0.06743561427
375	0.06731199688
376	0.06711904738
377	0.06707675192
378	0.06698234346
379	0.06680282487
380	0.06673316426
381	0.06664078501
382	0.06658989059
383	0.06640832159
384	0.06636159685
385	0.06621552573
386	0.06615029441
387	0.06608143912
388	0.06600198746
389	0.06591711044
390	0.06574730343
391	0.06564210256
392	0.06555610233
393	0.06552624173
394	0.06547718048
395	0.06532050769
396	0.06524339252
397	0.06517407099
398	0.06503655116
399	0.06501415041
400	0.0648460918
401	0.06472182804
402	0.06464967728
403	0.06457459662
404	0.0645503468
405	0.06444178687
406	0.06427657869
407	0.06423685286
408	0.06418308682
409	0.06414767371
410	0.0641049703
411	0.06409338845
412	0.06399993896
413	0.06397549311
414	0.06392871539
415	0.06376505428
416	0.06371024979
417	0.06363222864
418	0.06354036331
419	0.06350302696
420	0.0634554704
421	0.06338676876
422	0.06323650148
423	0.06316791111
424	0.06311057409
425	0.0630677912
426	0.06299812529
427	0.06291036606
428	0.06282616721
429	0.0628106912
430	0.06273023817
431	0.06272456911
432	0.06267193688
433	0.06259962718
434	0.06250742806
435	0.06243102815
436	0.06233562893
437	0.06229583952
438	0.06215450499
439	0.06207337379
440	0.06190437741
441	0.06186744902
442	0.06177260081
443	0.06169300079
444	0.06163052453
445	0.06148841646
446	0.06141384443
447	0.06135901875
448	0.06121753057
449	0.06115347544
450	0.06099611918
451	0.06092220942
452	0.0608165529
453	0.06075801849
454	0.06073119905
455	0.06064361996
456	0.0605875863
457	0.06050672531
458	0.0604294565
459	0.0603940116
460	0.06034647624
461	0.06016402774
462	0.06009882821
463	0.06004185147
464	0.0599627071
465	0.05993971825
466	0.0599006176
467	0.0598253462
468	0.05976008309
469	0.05974781248
470	0.05967430009
471	0.0595752822
472	0.05952059428
473	0.05944810973
474	0.05931215816
475	0.05920086967
476	0.05916188028
477	0.05904306836
478	0.05892020331
479	0.05881168577
480	0.05876285765
481	0.0587264114
482	0.05869545407
483	0.05864840613
484	0.05859373411
485	0.0585483657
486	0.0584865835
487	0.05838538276
488	0.05830919478
489	0.05825130675
490	0.05818398794
491	0.05814963447
492	0.05805229611
493	0.05800250371
494	0.0579715146
495	0.05792281363
496	0.0577182028
497	0.05757623249
498	0.05743963454
499	0.05738539696
500	0.05735406346
501	0.05732087029
502	0.05717177921
503	0.05705393155
504	0.05697833697
505	0.05693980323
506	0.05687767665
507	0.0568397416
508	0.05678283903
509	0.05666092767
510	0.05659048822
511	0.05652980804
512	0.05644450718
513	0.05642162959
514	0.05636616813
515	0.05631214248
516	0.0562543869
517	0.05620450974
518	0.05614379247
519	0.05604981316
520	0.05597377353
521	0.05583053695
522	0.05578004519
523	0.05576576127
524	0.05572216776
525	0.05563641654
526	0.05561594433
527	0.05554991828
528	0.05544346703
529	0.05538722674
530	0.05534728898
531	0.0552500248
532	0.05517454147
533	0.05510468483
534	0.05507361624
535	0.05503646003
536	0.05496835709
537	0.05489032533
538	0.05482532713
539	0.05472077794
540	0.05469106568
541	0.05458513896
542	0.05446911918
543	0.05443036291
544	0.05433740616
545	0.05427776972
546	0.05420736737
547	0.0541718483
548	0.05415263706
549	0.05409134759
550	0.05405680339
551	0.05402087635
552	0.05393071704
553	0.05387537214
554	0.05378144582
555	0.05373915566
556	0.05370873345
557	0.05366175969
558	0.05359835095
559	0.05355116526
560	0.05350453059
561	0.05344640944
562	0.05335262087
563	0.05331089232
564	0.05324667825
565	0.05315309101
566	0.05307817459
567	0.05302267075
568	0.05295636919
569	0.05287865533
570	0.05280045403
571	0.05277893808
572	0.05271195306
573	0.05268681314
574	0.05261334313
575	0.05260239177
576	0.0525431527
577	0.05246232351
578	0.05240797467
579	0.05226253404
580	0.05214510494
581	0.05207499398
582	0.05201194551
583	0.05196053717
584	0.05190382004
585	0.05186362796
586	0.05183853573
587	0.0518058353
588	0.05176078478
589	0.0517127037
590	0.05169487
591	0.05164898237
592	0.05160240597
593	0.05155399111
594	0.05150291655
595	0.05143684811
596	0.0514070087
597	0.05139453676
598	0.05128977034
599	0.05121672948
600	0.05116050508
601	0.05107075373
602	0.05097397698
603	0.05094210307
604	0.05089717441
605	0.05084211561
606	0.05080824958
607	0.05076657401
608	0.05073661804
609	0.0505891641
610	0.05054510964
611	0.05046329498
612	0.0504055712
613	0.05035327276
614	0.05031236013
615	0.05023819606
616	0.05019433763
617	0.05016555786
618	0.05013100306
619	0.05006571876
620	0.05000047684
621	0.04997816086
622	0.04994164043
623	0.04988278283
624	0.04984033373
625	0.0498137686
626	0.04974448946
627	0.04971271621
628	0.0496755653
629	0.04964690738
630	0.04960133235
631	0.0495581309
632	0.0495223999
633	0.04945567449
634	0.04938426548
635	0.04928508335
636	0.04918130239
637	0.04911431736
638	0.04901204639
639	0.04894560708
640	0.04889250861
641	0.04884244071
642	0.04875007206
643	0.04865421719
644	0.04862533145
645	0.04859876633
646	0.04857137998
647	0.04855131573
648	0.04848935869
649	0.04846021864
650	0.04835907088
651	0.04827188916
652	0.0482427597
653	0.04818698035
654	0.04814509286
655	0.04800340864
656	0.04794520272
657	0.04793278376
658	0.04788507885
659	0.04783422682
660	0.04779860179
661	0.04770332442
662	0.04767415788
663	0.04764199257
664	0.04758778678
665	0.04756864972
666	0.04754244486
667	0.04751922819
668	0.04745593601
669	0.04743003845
670	0.04738478131
671	0.04735371802
672	0.04732350243
673	0.04728945626
674	0.04719412062
675	0.04712990655
676	0.04710817867
677	0.04702574412
678	0.04693228404
679	0.04688811302
680	0.04684574339
681	0.04680924945
682	0.04676631292
683	0.04673256874
684	0.04667188856
685	0.04664377636
686	0.04654516644
687	0.04650155173
688	0.04647051493
689	0.04640672472
690	0.04637701776
691	0.04630157683
692	0.04626968172
693	0.04623193741
694	0.04621213277
695	0.04617203606
696	0.04614485635
697	0.04605579376
698	0.04603611628
699	0.04602459802
700	0.04599253337
701	0.04591436386
702	0.04588315752
703	0.04585249159
704	0.04580553903
705	0.04570202298
706	0.04562443627
707	0.04555923674
708	0.04554067188
709	0.04552088843
710	0.04548259841
711	0.04542755551
712	0.04531207614
713	0.04527626038
714	0.04523385366
715	0.04519768291
716	0.04514721764
717	0.04510851436
718	0.04505108727
719	0.04496645398
720	0.04493667814
721	0.04484998915
722	0.04478559494
723	0.04476131333
724	0.04472360611
725	0.0446691725
726	0.04463189443
727	0.04460895856
728	0.04456809362
729	0.04451616605
730	0.0444759051
731	0.04445288976
732	0.04439072874
733	0.0443679942
734	0.04429256121
735	0.04425897333
736	0.04416564571
737	0.04410136276
738	0.04408057531
739	0.04402194553
740	0.04397162861
741	0.04392898613
742	0.04383845859
743	0.04376678732
744	0.04372633298
745	0.04367803997
746	0.04365017679
747	0.04360340171
748	0.04356778463
749	0.04349030919
750	0.04345846971
751	0.04340750376
752	0.04337568548
753	0.04335404767
754	0.04332212607
755	0.04328102536
756	0.04324571821
757	0.04321823915
758	0.04319424099
759	0.04315940274
760	0.04314597978
761	0.04310942226
762	0.04305779934
763	0.04301352501
764	0.04297799534
765	0.04293572903
766	0.04288809829
767	0.04282952944
768	0.04280086093
769	0.04278136359
770	0.0427361091
771	0.04269329972
772	0.04264943335
773	0.04262842602
774	0.04258728027
775	0.04256444772
776	0.04253065321
777	0.04249889586
778	0.0424656762
779	0.04243412283
780	0.04239617454
781	0.04238301913
782	0.04235341814
783	0.04231463803
784	0.04228741063
785	0.04223428832
786	0.04220117728
787	0.04216108322
788	0.0421248277
789	0.04207926061
790	0.042045482
791	0.04199879434
792	0.04196743965
793	0.04192826748
794	0.04189487563
795	0.04187126689
796	0.04184585677
797	0.0417942365
798	0.04173730744
799	0.04170361625
800	0.04168168969
801	0.041634504
802	0.0416027228
803	0.04158702956
804	0.04155538347
805	0.04154059622
806	0.04150113
807	0.04146281878
808	0.04143257936
809	0.04139202966
810	0.04136201541
811	0.04133606487
812	0.04132020209
813	0.04125679069
814	0.04122595257
815	0.04107196066
816	0.04104373455
817	0.04098140928
818	0.04095958604
819	0.04093320105
820	0.04090318415
821	0.04087628259
822	0.04086151918
823	0.04083636602
824	0.04076283508
825	0.04069647259
826	0.0406623337
827	0.040646508
828	0.04063673019
829	0.04058251911
830	0.04054825041
831	0.04051245583
832	0.04044699934
833	0.04040672514
834	0.04038513501
835	0.04035926395
836	0.04032550388
837	0.04031023979
838	0.04027735127
839	0.04024771055
840	0.04020219114
841	0.04017338753
842	0.0401474105
843	0.04009754393
844	0.040048133
845	0.04000106388
846	0.03996690644
847	0.03993790944
848	0.03990908464
849	0.03988010089
850	0.03983113501
851	0.03980099625
852	0.03977543513
853	0.03975462384
854	0.03973468145
855	0.03970307244
856	0.03967207803
857	0.03965087997
858	0.0396106614
859	0.03959322241
860	0.03956712087
861	0.03954173724
862	0.03949136204
863	0.03947217464
864	0.03945517805
865	0.03941883776
866	0.03934958246
867	0.03931310972
868	0.03928257094
869	0.03926965396
870	0.0392496162
871	0.03922208945
872	0.03919919862
873	0.03918179936
874	0.03915821181
875	0.03912470871
876	0.03909824954
877	0.03906022178
878	0.03902666834
879	0.03900005288
880	0.03897272746
881	0.03894532786
882	0.03891884486
883	0.03889731301
884	0.03883832826
885	0.03881864018
886	0.03880208598
887	0.03877132734
888	0.03872589005
889	0.03870566951
890	0.03868060112
891	0.03866471714
892	0.03861735132
893	0.03858187464
894	0.0385604673
895	0.03853112857
896	0.03849124908
897	0.03847482469
898	0.03845588896
899	0.03843074375
900	0.03839682208
901	0.03834571309
902	0.03832098378
903	0.03829612997
904	0.03825996717
905	0.03823334906
906	0.03821668095
907	0.03820344872
908	0.03814549446
909	0.03812079959
910	0.03810348246
911	0.03809194565
912	0.03806987339
913	0.03805585437
914	0.03803716236
915	0.03802418179
916	0.03801248074
917	0.0379928059
918	0.03796506193
919	0.03793496026
920	0.03790796333
921	0.03788785934
922	0.03786936071
923	0.03784440358
924	0.03779338731
925	0.03776719305
926	0.03773720264
927	0.03772009214
928	0.03769798279
929	0.03768745793
930	0.03761621051
931	0.03757551776
932	0.03754983213
933	0.03753160636
934	0.03750723203
935	0.03747963905
936	0.03745056258
937	0.03742381732
938	0.0374042405
939	0.0373777363
940	0.03736653063
941	0.03735455407
942	0.03734131389
943	0.03731303215
944	0.03729285664
945	0.03727029694
946	0.03725857735
947	0.03724724717
948	0.03722426626
949	0.03719565868
950	0.03716357284
951	0.03715092871
952	0.03713587655
953	0.03710847961
954	0.03709888458
955	0.03707528644
956	0.03702894052
957	0.0370115863
958	0.0369878504
959	0.03695890903
960	0.03693203396
961	0.03690933122
962	0.03689589236
963	0.03688168526
964	0.03686910735
965	0.03684363895
966	0.03683191405
967	0.03681388961
968	0.03678442107
969	0.03677327368
970	0.03675749302
971	0.03673472669
972	0.03671340148
973	0.03669230673
974	0.03667134709
975	0.03665371206
976	0.03663849566
977	0.03662559456
978	0.03660882314
979	0.03659288883
980	0.03658026059
981	0.03656905757
982	0.0365446541
983	0.03652550644
984	0.03650987943
985	0.036432955
986	0.03637009992
987	0.03635926512
988	0.03634648853
989	0.03632651965
990	0.03631305165
991	0.03628700574
992	0.03627518813
993	0.03624743621
994	0.03623596827
995	0.03621386952
996	0.03618329366
997	0.0361730708
998	0.03611371517
999	0.03608875804
